Tag A        Tag B          P(Tag_A, Tag_B)
ppo          rbr                   0.003221
ppo          rp                    0.023349
ppo          to                    0.041063
ppo          vb                    0.030596
ppo          vbd                   0.003221
ppo          vbg                   0.003221
ppo          vbn                   0.007246
ppo          vbz                   0.002415
ppo          wdt                   0.004026
ppo          wps                   0.004026
ppo          wrb                   0.010467
ppo-tl       ''                    0.010526
ppo-tl       at-tl                 0.007018
ppo-tl       nns-tl                0.007018
ppo-tl       pp$-tl                0.007018
ppo-tl       rb-tl                 0.010526
pps          ''                    0.00082
pps          (                     0.001641
pps          *                     0.002051
pps          ,                     0.002461
pps          --                    0.001231
pps          :                     0.001641
pps          abn                   0.001641
pps          at                    0.001231
pps          be                    0.001641
pps          bed                   0.002051
pps          bedz                  0.100082
pps          ben                   0.00082
pps          bez                   0.131665
pps          bez*                  0.002461
pps          cc                    0.006563
pps          dod                   0.011895
pps          dod*                  0.003692
pps          doz                   0.006973
pps          doz*                  0.003692
pps          hvd                   0.034044
pps          hvd*                  0.001231
pps          hvz                   0.043888
pps          hvz*                  0.001231
pps          in                    0.001641
pps          jj                    0.001231
pps          md                    0.112797
pps          md*                   0.006563
pps          np                    0.00082
pps          ppl                   0.002051
pps          ql                    0.00082
pps          rb                    0.043478
pps          rbr                   0.002051
pps          vb                    0.006563
pps          vbd                   0.243642
pps          vbg                   0.00082
pps          vbn                   0.001231
pps          vbz                   0.112797
pps+bez      '                     0.005865
pps+bez      *                     0.01173
pps+bez      abn                   0.005865
pps+bez      at                    0.043988
pps+bez      cd                    0.008798
pps+bez      in                    0.008798
pps+bez      jj                    0.038123
pps+bez      nn                    0.005865
pps+bez      nn$-tl                0.005865
pps+bez      np$                   0.005865
pps+bez      pn                    0.005865
pps+bez      ql                    0.020528
pps+bez      rb                    0.020528
pps+bez      vbg                   0.029326
pps+bez      vbn                   0.01173
pps+bez-hl   jj-hl                 0.007168
pps+hvz      ben                   0.014035
pps+hvz      rb                    0.007018
pps+hvz      vbn                   0.014035
pps+md       be                    0.020833
pps+md       do                    0.006944
pps+md       rb                    0.010417
pps+md       vb                    0.010417
pps-tl       vb-tl                 0.007168
ppss         ''                    0.003119
ppss         (                     0.001871
ppss         *                     0.002495
ppss         ,                     0.004991
ppss         .                     0.001248
ppss         ``                    0.004367
ppss         abn                   0.001871
ppss         abx                   0.001248
ppss         be                    0.001871
ppss         bed                   0.025577
ppss         bed*                  0.001248
ppss         bedz                  0.0131
ppss         bedz*                 0.001248
ppss         bem                   0.016843
ppss         ben                   0.001248
ppss         ber                   0.061135
ppss         ber*                  0.002495
ppss         cc                    0.003743
ppss         cs                    0.001248
ppss         do                    0.018091
ppss         do*                   0.013724
ppss         dod                   0.009357
ppss         dod*                  0.003743
ppss         hv                    0.061135
ppss         hv*                   0.001248
ppss         hvd                   0.026201
ppss         in                    0.003743
ppss         jj                    0.003119
ppss         md                    0.129133
ppss         md*                   0.023082
ppss         md+hv                 0.001248
ppss         nns                   0.001871
ppss         nps                   0.001248
ppss         ppl                   0.001248
ppss         ppls                  0.003119
ppss         ql                    0.001248
ppss         rb                    0.039301
ppss         rbt                   0.001248
ppss         rp                    0.001248
ppss         to                    0.001248
ppss         vb                    0.23456
ppss         vb-tl                 0.002495
ppss         vbd                   0.115409
ppss         vbd-tl                0.001248
ppss         vbg                   0.001871
ppss         vbn                   0.001871
ppss         wps                   0.001871
ppss+bem     *                     0.013514
ppss+bem     abx                   0.006757
ppss+bem     at                    0.010135
ppss+bem     jj                    0.023649
ppss+bem     ql                    0.006757
ppss+bem     rb                    0.013514
ppss+bem     vbg                   0.010135
ppss+ber     *                     0.009646
ppss+ber     at                    0.016077
ppss+ber     jj                    0.028939
ppss+ber     nns                   0.006431
ppss+ber     pp$                   0.006431
ppss+ber     ql                    0.009646
ppss+ber     rb                    0.009646
ppss+ber     vbg                   0.038585
ppss+ber     vbn                   0.009646
ppss+ber-tl  vbg-tl                0.007168
ppss+hv      ben                   0.023026
ppss+hv      hvn                   0.009868
ppss+hv      rb                    0.019737
ppss+hv      vbn                   0.042763
ppss+hv      vbn-tl                0.006579
ppss+hv-tl   vbn-tl                0.007168
ppss+hvd     hvn                   0.007143
ppss+hvd     rb                    0.007143
ppss+md      *                     0.006349
ppss+md      be                    0.012698
ppss+md      do                    0.006349
ppss+md      hv                    0.015873
ppss+md      rb                    0.022222
ppss+md      rbr                   0.006349
ppss+md      vb                    0.069841
ppss-hl      vb-hl                 0.010714
ppss-tl      ,                     0.007168
ql           ,                     0.001881
ql           ``                    0.002508
ql           ap                    0.065831
ql           at                    0.001254
ql           cc                    0.002508
ql           cs                    0.001881
ql           dt                    0.002508
ql           dts                   0.001254
ql           in                    0.018809
ql           jj                    0.410031
ql           jjr                   0.019436
ql           jjt                   0.003762
ql           nn                    0.003135
ql           np                    0.001254
ql           nr                    0.001881
ql           od                    0.001254
ql           ql                    0.037618
ql           rb                    0.183699
ql           rbr                   0.011285
ql           rp                    0.003762
ql           vb                    0.001254
ql           vbg                   0.006897
ql           vbn                   0.055799
ql           wrb                   0.001254
ql-tl        in-tl                 0.007143
ql-tl        jj-tl                 0.007143
qlp          ''                    0.006472
qlp          ,                     0.012945
qlp          .                     0.032362
qlp          :                     0.006472
qlp          in                    0.022654
qlp          pp$                   0.006472
qlp          rb                    0.006472
qlp          to                    0.032362
rb           '                     0.000599
rb           ''                    0.007592
rb           (                     0.0004
rb           )                     0.001798
rb           *                     0.002797
rb           ,                     0.096503
rb           --                    0.003796
rb           .                     0.062338
rb           2                     0.0004
rb           :                     0.001998
rb           ``                    0.002198
rb           abl                   0.0004
rb           abn                   0.005395
rb           abx                   0.0004
rb           ap                    0.004995
rb           at                    0.054346
rb           be                    0.009191
rb           bed                   0.001798
rb           bedz                  0.005594
rb           beg                   0.002997
rb           ben                   0.006394
rb           ber                   0.001998
rb           ber*                  0.0004
rb           bez                   0.008392
rb           bez*                  0.0004
rb           cc                    0.018981
rb           cd                    0.020979
rb           cs                    0.042557
rb           do                    0.001798
rb           do*                   0.000599
rb           dod                   0.002398
rb           dod*                  0.000599
rb           doz                   0.001199
rb           dt                    0.008991
rb           dti                   0.003996
rb           dts                   0.000799
rb           ex                    0.003596
rb           fw-in                 0.0004
rb           hv                    0.006793
rb           hvd                   0.002997
rb           hvg                   0.000599
rb           hvn                   0.000799
rb           hvz                   0.005594
rb           in                    0.141858
rb           in-hl                 0.0004
rb           jj                    0.045954
rb           jj-tl                 0.0004
rb           jjr                   0.001199
rb           md                    0.011189
rb           md*                   0.000999
rb           nn                    0.00999
rb           nn$                   0.000799
rb           nn-tl                 0.001199
rb           nns                   0.005994
rb           np                    0.007792
rb           np$                   0.001199
rb           nr                    0.01019
rb           pn                    0.002597
rb           pp$                   0.004396
rb           ppl                   0.0004
rb           ppo                   0.000599
rb           pps                   0.010989
rb           pps+bez               0.0004
rb           pps+hvz               0.0004
rb           ppss                  0.008991
rb           ppss+ber              0.0004
rb           ppss+md               0.000599
rb           ql                    0.010989
rb           qlp                   0.001798
rb           rb                    0.020779
rb           rbr                   0.001798
rb           rp                    0.002198
rb           to                    0.015584
rb           uh                    0.0004
rb           vb                    0.047552
rb           vb+ppo                0.0004
rb           vbd                   0.052348
rb           vbg                   0.022777
rb           vbn                   0.076523
rb           vbz                   0.024176
rb           wdt                   0.001998
rb           wps                   0.000799
rb           wps+bez               0.0004
rb           wrb                   0.004995
rb$          nn                    0.014134
rb$          nns                   0.010601
rb+bez       at                    0.007168
rb-hl        ,-hl                  0.010204
rb-hl        ---hl                 0.006803
rb-hl        .-hl                  0.006803
rb-hl        at-hl                 0.006803
rb-hl        cc-hl                 0.013605
rb-hl        cd-hl                 0.006803
rb-hl        in-hl                 0.010204
rb-hl        jj-hl                 0.006803
rb-hl        vbg-hl                0.010204
rb-hl        vbn-hl                0.006803
rb-hl        vbz-hl                0.006803
rb-nc        nn                    0.007168
rb-tl        ''                    0.026756
rb-tl        (                     0.006689
rb-tl        ,                     0.010033
rb-tl        cc-tl                 0.006689
rb-tl        cd-tl                 0.010033
rb-tl        in-tl                 0.013378
rb-tl        nn-tl                 0.010033
rb-tl        nr-tl                 0.006689
rb-tl        to-tl                 0.006689
rb-tl        vbg-tl                0.006689
rbr          ''                    0.011521
rbr          ,                     0.046083
rbr          --                    0.004608
rbr          .                     0.046083
rbr          ap                    0.006912
rbr          at                    0.016129
rbr          be                    0.004608
rbr          bedz                  0.004608
rbr          cc                    0.016129
rbr          cd                    0.006912
rbr          cs                    0.048387
rbr          dt                    0.011521
rbr          in                    0.059908
rbr          jj                    0.004608
rbr          md                    0.004608
rbr          nn                    0.004608
rbr          np                    0.004608
rbr          nr                    0.004608
rbr          pps                   0.006912
rbr          ppss                  0.006912
rbr          rb                    0.004608
rbr          rp                    0.006912
rbr          to                    0.011521
rbr          vb                    0.009217
rbr          vbd                   0.029954
rbr          vbg                   0.009217
rbr          vbn                   0.025346
rbr          vbz                   0.004608
rbr          wrb                   0.004608
rbt          bedz                  0.006897
rbt          in                    0.02069
rbt          pp$                   0.006897
rbt          vb                    0.006897
rbt          vbn                   0.017241
rn           ,                     0.007117
rn           cs                    0.007117
rn           in                    0.007117
rp           ''                    0.008523
rp           )                     0.001894
rp           ,                     0.039773
rp           --                    0.002841
rp           .                     0.042614
rp           :                     0.002841
rp           abl                   0.001894
rp           abn                   0.001894
rp           ap                    0.004735
rp           at                    0.098485
rp           bez                   0.003788
rp           cc                    0.03125
rp           cd                    0.020833
rp           cs                    0.022727
rp           dt                    0.006629
rp           dti                   0.00947
rp           in                    0.257576
rp           jj                    0.017045
rp           jjr                   0.001894
rp           jjs                   0.001894
rp           md                    0.003788
rp           nn                    0.014205
rp           nn-tl                 0.001894
rp           nns                   0.017045
rp           nns$                  0.001894
rp           np                    0.008523
rp           np$                   0.003788
rp           nps                   0.001894
rp           nr                    0.007576
rp           nr-tl                 0.001894
rp           pn                    0.002841
rp           pp$                   0.028409
rp           ppl                   0.001894
rp           ql                    0.005682
rp           rb                    0.037879
rp           rbr                   0.002841
rp           rp                    0.002841
rp           to                    0.028409
rp           vbd                   0.001894
rp           vbg                   0.00947
rp           vbn                   0.001894
rp           vbz                   0.001894
rp           wdt                   0.002841
rp           wps                   0.001894
rp           wrb                   0.007576
rp-hl        in-hl                 0.007143
rp-hl        nn-hl                 0.007143
rp-tl        .                     0.007092
rp-tl        at-tl                 0.014184
to           '                     0.000769
to           ''                    0.000769
to           ,                     0.000769
to           .                     0.000769
to           ``                    0.004998
to           be                    0.102653
to           beg                   0.000769
to           do                    0.020377
to           hv                    0.022299
to           jj                    0.001153
to           nn                    0.000769
to           rb                    0.002691
to           vb                    0.737024
to           vb-hl                 0.000769
to           vbg                   0.001153
to           vbn                   0.000769
to           wrb                   0.001153
to-hl        vb-hl                 0.034843
to-tl        vb-tl                 0.014235
uh           ''                    0.00641
uh           ,                     0.089744
uh           --                    0.009615
uh           at                    0.00641
uh           ber                   0.00641
uh           cc                    0.00641
uh           cs                    0.00641
uh-hl        ,-hl                  0.007168
uh-tl        ''                    0.007042
uh-tl        ,                     0.010563
uh-tl        dod*-tl               0.007042
uh-tl        fw-rb-tl              0.007042
uh-tl        pp$-tl                0.007042
vb           '                     0.000388
vb           ''                    0.00699
vb           *                     0.001553
vb           ,                     0.025049
vb           --                    0.001748
vb           .                     0.031456
vb           2                     0.000388
vb           :                     0.001748
vb           ``                    0.004272
vb           abl                   0.001553
vb           abn                   0.004272
vb           abx                   0.001165
vb           ap                    0.010097
vb           at                    0.204466
vb           be                    0.000388
vb           bedz                  0.000777
vb           beg                   0.000583
vb           ber                   0.000388
vb           bez                   0.001359
vb           cc                    0.014369
vb           cd                    0.015534
vb           cs                    0.032816
vb           do                    0.000388
vb           dt                    0.013786
vb           dti                   0.009126
vb           dts                   0.004272
vb           dtx                   0.000388
vb           ex                    0.000777
vb           ex+bez                0.000388
vb           fw-nn                 0.000388
vb           hv                    0.000388
vb           hvz                   0.000388
vb           in                    0.125243
vb           jj                    0.042524
vb           jj-tl                 0.001748
vb           jjr                   0.00233
vb           jjs                   0.000388
vb           md                    0.000583
vb           nn                    0.046019
vb           nn$                   0.000583
vb           nn-tl                 0.00466
vb           nns                   0.032427
vb           nns$                  0.000388
vb           nns-tl                0.000388
vb           np                    0.019223
vb           np$                   0.003495
vb           np-tl                 0.000777
vb           nps                   0.000583
vb           nr                    0.004466
vb           od                    0.000388
vb           pn                    0.003107
vb           pn$                   0.000583
vb           pp$                   0.042718
vb           pp$$                  0.000388
vb           ppl                   0.004078
vb           ppls                  0.003495
vb           ppo                   0.06
vb           pps                   0.00466
vb           pps+hvz               0.000388
vb           ppss                  0.006602
vb           ppss+md               0.000583
vb           ql                    0.011262
vb           rb                    0.036311
vb           rbr                   0.001553
vb           rbt                   0.000583
vb           rp                    0.039417
vb           to                    0.038835
vb           uh                    0.000388
vb           vb                    0.002524
vb           vbd                   0.000388
vb           vbg                   0.007573
vb           vbn                   0.004466
vb           vbn-tl                0.000388
vb           wdt                   0.005049
vb           wps                   0.000388
vb           wrb                   0.007184
vb+ppo       vb                    0.010714
vb-hl        '                     0.009615
vb-hl        .-hl                  0.00641
vb-hl        ap-hl                 0.00641
vb-hl        cs-hl                 0.00641
vb-hl        in-hl                 0.022436
vb-hl        nn-hl                 0.022436
vb-hl        nn-tl-hl              0.00641
vb-hl        nns-hl                0.022436
vb-hl        np-hl                 0.009615
vb-hl        ppo-hl                0.009615
vb-hl        rb-hl                 0.00641
vb-hl        rp-hl                 0.012821
vb-hl        to-hl                 0.00641
vb-hl        vbn-hl                0.00641
vb-tl        ''                    0.043478
vb-tl        ,                     0.012422
vb-tl        at-tl                 0.009317
vb-tl        cc-tl                 0.012422
vb-tl        in-tl                 0.02795
vb-tl        jj-tl                 0.006211
vb-tl        nn-tl                 0.012422
vb-tl        nns-tl                0.006211
vb-tl        np$                   0.006211
vb-tl        np-tl                 0.006211
vb-tl        ppo-tl                0.009317
vb-tl        rb-tl                 0.012422
vb-tl        rp-tl                 0.012422
vbd          '                     0.000804
vbd          ''                    0.001608
vbd          (                     0.000536
vbd          *                     0.000804
vbd          ,                     0.047428
vbd          .                     0.04314
vbd          2                     0.000536
vbd          :                     0.006967
vbd          ``                    0.005091
vbd          abl                   0.000536
vbd          abn                   0.001876
vbd          abx                   0.000804
vbd          ap                    0.012058
vbd          at                    0.1806
vbd          at-tl                 0.000536
vbd          bed                   0.000804
vbd          bedz                  0.00268
vbd          cc                    0.006967
vbd          cd                    0.024652
vbd          cs                    0.047964
vbd          dt                    0.008039
vbd          dti                   0.003483
vbd          dts                   0.001072
vbd          ex                    0.003215
vbd          in                    0.133708
vbd          jj                    0.024116
vbd          jj-tl                 0.003483
vbd          jjr                   0.000804
vbd          jjs                   0.000804
vbd          md                    0.002144
vbd          nn                    0.026795
vbd          nn$                   0.000536
vbd          nn-tl                 0.004019
vbd          nns                   0.02224
vbd          nns$                  0.000536
vbd          nns-tl                0.000804
vbd          np                    0.029475
vbd          np$                   0.002947
vbd          np-tl                 0.000804
vbd          nps                   0.000804
vbd          nr                    0.016077
vbd          od                    0.001072
vbd          pn                    0.002947
vbd          pn$                   0.000536
vbd          pp$                   0.040729
vbd          ppl                   0.004287
vbd          ppls                  0.002412
vbd          ppo                   0.039657
vbd          pps                   0.018221
vbd          ppss                  0.004555
vbd          ql                    0.00911
vbd          rb                    0.041265
vbd          rbr                   0.001876
vbd          rbt                   0.000536
vbd          rp                    0.042337
vbd          to                    0.039925
vbd          vb                    0.000536
vbd          vb-tl                 0.000804
vbd          vbd                   0.000804
vbd          vbg                   0.008039
vbd          vbn                   0.006431
vbd          wdt                   0.001608
vbd          wrb                   0.002412
vbd-hl       ap-hl                 0.007042
vbd-hl       cd-hl                 0.010563
vbd-hl       in-hl                 0.007042
vbd-hl       nn-hl                 0.010563
vbd-tl       ''                    0.007092
vbd-tl       ,                     0.007092
vbd-tl       at-tl                 0.007092
vbd-tl       rb-tl                 0.007092
vbg          ''                    0.003916
vbg          (                     0.001068
vbg          )                     0.00178
vbg          *                     0.000712
vbg          ,                     0.027768
vbg          --                    0.003204
vbg          .                     0.0267
vbg          :                     0.00178
vbg          ``                    0.00178
vbg          abl                   0.000712
vbg          abn                   0.002136
vbg          abx                   0.000712
vbg          ap                    0.00712
vbg          at                    0.147383
vbg          bed                   0.000712
vbg          bedz                  0.001424
vbg          ber                   0.001424
vbg          bez                   0.003204
vbg          bez*                  0.000712
vbg          cc                    0.021004
vbg          cd                    0.008188
vbg          cs                    0.018156
vbg          dt                    0.0089
vbg          dti                   0.00356
vbg          dts                   0.00178
vbg          fw-in                 0.000712
vbg          hvd                   0.000712
vbg          hvz                   0.001068
vbg          in                    0.143467
vbg          jj                    0.030972
vbg          jj-tl                 0.002492
vbg          jjr                   0.002136
vbg          jjs                   0.001068
vbg          md                    0.00178
vbg          nn                    0.143823
vbg          nn-tl                 0.004272
vbg          nns                   0.087576
vbg          nns$                  0.001068
vbg          nns-tl                0.000712
vbg          np                    0.018156
vbg          np$                   0.002492
vbg          np-tl                 0.001424
vbg          nps                   0.001424
vbg          nr                    0.003204
vbg          od-tl                 0.000712
vbg          pn                    0.00178
vbg          pp$                   0.028124
vbg          ppl                   0.002848
vbg          ppls                  0.002492
vbg          ppo                   0.022784
vbg          pps                   0.001068
vbg          ppss                  0.00178
vbg          ql                    0.007476
vbg          rb                    0.03382
vbg          rbr                   0.002492
vbg          rp                    0.023496
vbg          to                    0.033108
vbg          vb                    0.001068
vbg          vbd                   0.003916
vbg          vbg                   0.00178
vbg          vbn                   0.004272
vbg          vbn-tl                0.001068
vbg          vbz                   0.000712
vbg          wdt                   0.002136
vbg          wps                   0.000712
vbg          wps+bez               0.000712
vbg          wrb                   0.002136
vbg-hl       ''                    0.006623
vbg-hl       at-hl                 0.009934
vbg-hl       in-hl                 0.013245
vbg-hl       jj-hl                 0.013245
vbg-hl       nn-hl                 0.023179
vbg-hl       nns                   0.006623
vbg-hl       nns-hl                0.016556
vbg-hl       np-hl                 0.006623
vbg-hl       rb-hl                 0.006623
vbg-hl       vbn-hl                0.006623
vbg-hl       vbz-hl                0.006623
vbg-tl       ''                    0.009464
vbg-tl       ,                     0.009464
vbg-tl       cc-tl                 0.012618
vbg-tl       hv                    0.006309
vbg-tl       in-tl                 0.006309
vbg-tl       nn$-tl                0.006309
vbg-tl       nn-tl                 0.078864
vbg-tl       nns-tl                0.009464
vbg-tl       np-tl                 0.009464
vbg-tl       rp-tl                 0.006309
vbn          ''                    0.00714
vbn          (                     0.001339
vbn          )                     0.001562
vbn          *                     0.000669
vbn          ,                     0.039938
vbn          --                    0.002231
vbn          .                     0.054217
vbn          :                     0.002677
vbn          ``                    0.008701
vbn          abl                   0.000669
vbn          abn                   0.000669
vbn          abx                   0.000892
vbn          ap                    0.006024
vbn          at                    0.053994
vbn          at-tl                 0.000446
vbn          bed                   0.000669
vbn          bedz                  0.001116
vbn          beg                   0.000446
vbn          ber                   0.002008
vbn          bez                   0.001339
vbn          cc                    0.024543
vbn          cd                    0.008032
vbn          cs                    0.040384
vbn          dod                   0.000446
vbn          dt                    0.004685
vbn          dti                   0.002008
vbn          dts                   0.001562
vbn          ex                    0.000446
vbn          fw-nn-tl              0.000446
vbn          hvd                   0.000669
vbn          in                    0.341812
vbn          jj                    0.02432
vbn          jj-tl                 0.000669
vbn          jjr                   0.001116
vbn          jjr-nc                0.000446
vbn          md                    0.001339
vbn          md*                   0.000446
vbn          nn                    0.062249
vbn          nn$                   0.000892
vbn          nn-tl                 0.00357
vbn          nns                   0.046408
vbn          np                    0.012941
vbn          np$                   0.001562
vbn          np-tl                 0.000669
vbn          nps                   0.000446
vbn          nr                    0.008701
vbn          nr-tl                 0.000446
vbn          nrs                   0.000446
vbn          od                    0.001116
vbn          od-tl                 0.000446
vbn          pn                    0.000892
vbn          pp$                   0.010486
vbn          pp$$                  0.000446
vbn          ppl                   0.001339
vbn          ppls                  0.000446
vbn          ppo                   0.009594
vbn          pps                   0.001562
vbn          ppss                  0.001339
vbn          ql                    0.01071
vbn          qlp                   0.000446
vbn          rb                    0.037483
vbn          rbr                   0.002231
vbn          rbt                   0.000446
vbn          rp                    0.029228
vbn          to                    0.051986
vbn          vb                    0.000669
vbn          vbd                   0.000892
vbn          vbg                   0.004016
vbn          vbn                   0.004462
vbn          vbn-tl                0.000446
vbn          vbz                   0.000892
vbn          wdt                   0.001339
vbn          wps                   0.000669
vbn          wrb                   0.002454
vbn-hl       .-hl                  0.006623
vbn-hl       cd-hl                 0.006623
vbn-hl       in-hl                 0.036424
vbn-hl       jj-hl                 0.006623
vbn-hl       nn-hl                 0.019868
vbn-hl       nns-hl                0.009934
vbn-hl       nr-hl                 0.006623
vbn-hl       to-hl                 0.009934
vbn-hl       vbg-hl                0.006623
vbn-tl       ''                    0.004338
vbn-tl       (                     0.004338
vbn-tl       ,                     0.019523
vbn-tl       at-tl                 0.004338
vbn-tl       bez                   0.004338
vbn-tl       in                    0.006508
vbn-tl       in-tl                 0.008677
vbn-tl       jj-tl                 0.010846
vbn-tl       nn                    0.019523
vbn-tl       nn-tl                 0.030369
vbn-tl       nns                   0.008677
vbn-tl       nns$-tl               0.015184
vbn-tl       nns-tl                0.277657
vbn-tl       np-tl                 0.006508
vbn-tl       rb-tl                 0.004338
vbn-tl       vbd                   0.004338
vbn-tl       vbg                   0.004338
vbn-tl-hl    nns-tl-hl             0.010714
vbz          ''                    0.006615
vbz          (                     0.001804
vbz          )                     0.001203
vbz          *                     0.001203
vbz          ,                     0.037883
vbz          --                    0.002405
vbz          .                     0.027661
vbz          :                     0.012628
vbz          ``                    0.008419
vbz          abn                   0.006013
vbz          abx                   0.003007
vbz          ap                    0.014432
vbz          at                    0.153939
vbz          bez                   0.004811
vbz          cc                    0.009621
vbz          cd                    0.006615
vbz          cs                    0.045701
vbz          dt                    0.013229
vbz          dti                   0.003608
vbz          dts                   0.003608
vbz          hvz                   0.001203
vbz          in                    0.123873
vbz          jj                    0.029465
vbz          jj-tl                 0.001203
vbz          jjr                   0.004209
vbz          md                    0.001203
vbz          nn                    0.031269
vbz          nn-tl                 0.002405
vbz          nns                   0.019242
vbz          np                    0.026458
vbz          np$                   0.003007
vbz          np-tl                 0.001804
vbz          nr                    0.003608
vbz          od                    0.001203
vbz          pn                    0.004209
vbz          pp$                   0.030066
vbz          ppl                   0.003608
vbz          ppo                   0.030066
vbz          pps                   0.008419
vbz          pps+bez               0.002405
vbz          pps+md                0.001203
vbz          ppss                  0.002405
vbz          ql                    0.016837
vbz          rb                    0.035478
vbz          rbr                   0.003007
vbz          rp                    0.028863
vbz          to                    0.066747
vbz          vbg                   0.003007
vbz          vbn                   0.006013
vbz          wdt                   0.002405
vbz          wrb                   0.004209
vbz-hl       .-hl                  0.006098
vbz-hl       ``                    0.006098
vbz-hl       cc-hl                 0.006098
vbz-hl       cd-hl                 0.006098
vbz-hl       in-hl                 0.02439
vbz-hl       jj-hl                 0.009146
vbz-hl       jj-tl                 0.006098
vbz-hl       jjr-hl                0.006098
vbz-hl       nn-hl                 0.051829
vbz-hl       nns-hl                0.018293
vbz-hl       np-hl                 0.018293
vbz-hl       nps-hl                0.006098
vbz-hl       od-hl                 0.006098
vbz-hl       rb-hl                 0.012195
vbz-hl       rp-hl                 0.009146
vbz-hl       to-hl                 0.006098
vbz-hl       vbn-tl-hl             0.006098
vbz-tl       .                     0.007067
vbz-tl       at-tl                 0.007067
vbz-tl       in-tl                 0.007067
vbz-tl       nr-tl                 0.007067
vbz-tl       ppss                  0.007067
wdt          (                     0.001986
wdt          *                     0.003972
wdt          ,                     0.013903
wdt          .                     0.003972
wdt          ``                    0.001986
wdt          abl                   0.001986
wdt          abn                   0.001986
wdt          ap                    0.002979
wdt          at                    0.075472
wdt          bed                   0.005958
wdt          bedz                  0.026812
wdt          ber                   0.014896
wdt          bez                   0.055611
wdt          cd                    0.001986
wdt          cs                    0.001986
wdt          do                    0.006951
wdt          dod                   0.002979
wdt          doz                   0.007944
wdt          dt                    0.007944
wdt          dti                   0.002979
wdt          dts                   0.002979
wdt          ex                    0.003972
wdt          hv                    0.003972
wdt          hvd                   0.01291
wdt          hvz                   0.02284
wdt          in                    0.018868
wdt          jj                    0.008937
wdt          jjr                   0.001986
wdt          md                    0.053625
wdt          md*                   0.001986
wdt          nn                    0.024826
wdt          nn-tl                 0.00993
wdt          nns                   0.014896
wdt          np                    0.031778
wdt          np$                   0.001986
wdt          nr                    0.001986
wdt          pn                    0.001986
wdt          pp$                   0.006951
wdt          pps                   0.059583
wdt          pps+bez               0.002979
wdt          ppss                  0.052632
wdt          ppss+ber              0.001986
wdt          ql                    0.004965
wdt          rb                    0.029791
wdt          to                    0.00993
wdt          vb                    0.015889
wdt          vbd                   0.060576
wdt          vbg                   0.001986
wdt          vbn                   0.002979
wdt          vbz                   0.059583
wdt+bez      pp$                   0.007143
wdt+bez      rp                    0.007143
wdt+bez-hl   jj-hl                 0.007168
wdt+bez-tl   jj-tl                 0.007168
wdt-hl       at-hl                 0.010676
wdt-hl       nn-hl                 0.007117
wp$          jj                    0.031056
wp$          nn                    0.068323
wp$          nns                   0.037267
wp$          np                    0.006211
wp$          ql                    0.006211
wp$          vbn                   0.006211
wpo          at                    0.009677
wpo          bed                   0.006452
wpo          ex                    0.006452
wpo          md                    0.006452
wpo          nn                    0.006452
wpo          np                    0.029032
wpo          pps                   0.048387
wpo          ppss                  0.009677
wpo          rb                    0.006452
wpo          vbd                   0.006452
wpo-tl       at-tl                 0.007168
wps          ,                     0.014467
wps          ``                    0.002712
wps          abn                   0.001808
wps          ap                    0.002712
wps          bed                   0.018083
wps          bedz                  0.025316
wps          ber                   0.041591
wps          bez                   0.048825
wps          bez*                  0.002712
wps          cs                    0.001808
wps          do                    0.001808
wps          do*                   0.003617
wps          dod                   0.002712
wps          doz                   0.003617
wps          doz*                  0.003617
wps          hv                    0.028029
wps          hvd                   0.022604
wps          hvz                   0.046112
wps          in                    0.005425
wps          jj                    0.001808
wps          md                    0.075949
wps          md*                   0.003617
wps          np                    0.002712
wps          nr                    0.001808
wps          pp$                   0.001808
wps          ppls                  0.001808
wps          pps                   0.001808
wps          ppss                  0.001808
wps          ql                    0.001808
wps          rb                    0.036166
wps          rbr                   0.001808
wps          vb                    0.088608
wps          vbd                   0.18264
wps          vbz                   0.097649
wps+bez      at                    0.007092
wps+bez      in                    0.007092
wps+bez      vbn                   0.010638
wps-tl       np-tl                 0.007092
wps-tl       vbd-tl                0.007092
wps-tl       vbn-tl                0.007092
wps-tl       vbz-tl                0.007092
wql          ap                    0.007092
wql          rb                    0.014184
wql-tl       at-tl                 0.007092
wql-tl       jj-tl                 0.007092
wql-tl       to-tl                 0.010638
wrb          (                     0.002125
wrb          *                     0.009564
wrb          ,                     0.073326
wrb          .                     0.008502
wrb          ``                    0.007439
wrb          abn                   0.005313
wrb          ap                    0.013815
wrb          at                    0.149841
wrb          bedz                  0.003188
wrb          ber                   0.003188
wrb          ber*                  0.002125
wrb          bez                   0.003188
wrb          cc                    0.003188
wrb          cd                    0.006376
wrb          do                    0.007439
wrb          do*                   0.002125
wrb          dod                   0.002125
wrb          dt                    0.009564
wrb          dti                   0.006376
wrb          dts                   0.002125
wrb          ex                    0.009564
wrb          hvz                   0.002125
wrb          in                    0.01169
wrb          jj                    0.026567
wrb          jj-tl                 0.004251
wrb          jjr                   0.002125
wrb          md                    0.010627
wrb          md*                   0.002125
wrb          nn                    0.020191
wrb          nn-tl                 0.009564
wrb          nns                   0.023379
wrb          np                    0.037194
wrb          np$                   0.003188
wrb          np-tl                 0.002125
wrb          nps                   0.003188
wrb          nr                    0.002125
wrb          od-tl                 0.002125
wrb          pn                    0.006376
