Tag          Kelime                          P(Kelime, Tag)
ql           especially                         0.0015186
ql           even                               0.0144267
ql           exactly                            0.0022779
ql           exceptionally                      0.0022779
ql           excessively                        0.000759301
ql           exclusively                        0.000759301
ql           extra                              0.000759301
ql           extraordinarily                    0.000759301
ql           extremely                          0.00455581
ql           fairly                             0.0106302
ql           far                                0.015186
ql           farther                            0.00455581
ql           finely                             0.000759301
ql           firmly                             0.000759301
ql           formidably                         0.000759301
ql           fully                              0.000759301
ql           fundamentally                      0.000759301
ql           generally                          0.0015186
ql           genuinely                          0.0015186
ql           gratifyingly                       0.000759301
ql           great                              0.0022779
ql           grossly                            0.000759301
ql           grotesquely                        0.000759301
ql           half                               0.000759301
ql           halfway                            0.000759301
ql           hardly                             0.0022779
ql           head-and-shoulders                 0.000759301
ql           heavily                            0.0022779
ql           highly                             0.0106302
ql           horribly                           0.000759301
ql           how                                0.0159453
ql           humiliatingly                      0.000759301
ql           ill                                0.000759301
ql           impossibly                         0.000759301
ql           increasingly                       0.000759301
ql           incredibly                         0.000759301
ql           indeed                             0.000759301
ql           indelibly                          0.000759301
ql           intensely                          0.000759301
ql           just                               0.0121488
ql           keenly                             0.000759301
ql           kinda                              0.0015186
ql           largely                            0.000759301
ql           lavishly                           0.000759301
ql           least                              0.0022779
ql           less                               0.0205011
ql           lightly                            0.000759301
ql           little                             0.0205011
ql           lot                                0.000759301
ql           magnificently                      0.000759301
ql           mainly                             0.000759301
ql           many                               0.000759301
ql           melodically                        0.000759301
ql           merely                             0.0022779
ql           meticulously                       0.000759301
ql           midway                             0.000759301
ql           mighty                             0.0015186
ql           mildly                             0.000759301
ql           moderately                         0.000759301
ql           more                               0.132118
ql           most                               0.0903569
ql           mountainously                      0.000759301
ql           much                               0.0220197
ql           near                               0.000759301
ql           next                               0.000759301
ql           no                                 0.00607441
ql           only                               0.00303721
ql           overly                             0.0022779
ql           overwhelmingly                     0.000759301
ql           painfully                          0.000759301
ql           particularly                       0.0022779
ql           perfectly                          0.000759301
ql           persuasively                       0.000759301
ql           plain                              0.000759301
ql           pleasingly                         0.000759301
ql           poorly                             0.000759301
ql           positively                         0.000759301
ql           practically                        0.000759301
ql           pretty                             0.00531511
ql           purely                             0.0015186
ql           quite                              0.022779
ql           rather                             0.0113895
ql           rationally                         0.000759301
ql           real                               0.00303721
ql           really                             0.00911162
ql           reasonably                         0.000759301
ql           relatively                         0.00987092
ql           relentlessly                       0.000759301
ql           remarkably                         0.0022779
ql           ridiculously                       0.000759301
ql           right                              0.0106302
ql           ruddy                              0.000759301
ql           scarcely                           0.000759301
ql           second                             0.000759301
ql           seriously                          0.000759301
ql           severly                            0.000759301
ql           sharply                            0.0015186
ql           shatteringly                       0.000759301
ql           shockingly                         0.000759301
ql           slightly                           0.0022779
ql           so                                 0.0933941
ql           somewhat                           0.00911162
ql           splendidly                         0.000759301
ql           startlingly                        0.000759301
ql           still                              0.000759301
ql           strangely                          0.000759301
ql           strategically                      0.000759301
ql           strikingly                         0.000759301
ql           studiously                         0.000759301
ql           substantially                      0.0015186
ql           such                               0.0022779
ql           sufficiently                       0.000759301
ql           suitably                           0.000759301
ql           superbly                           0.0015186
ql           terribly                           0.0022779
ql           that                               0.00759301
ql           thoroughly                         0.0022779
ql           thus                               0.00455581
ql           tightly                            0.000759301
ql           too                                0.0759301
ql           totally                            0.0022779
ql           tremendously                       0.000759301
ql           truly                              0.0022779
ql           two-thirds                         0.000759301
ql           unaccountably                      0.000759301
ql           uncommonly                         0.000759301
ql           unfailingly                        0.000759301
ql           unusually                          0.000759301
ql           utterly                            0.000759301
ql           very                               0.0690964
ql           virtually                          0.0015186
ql           vitally                            0.000759301
ql           warmly                             0.000759301
ql           way                                0.0022779
ql           well                               0.0129081
ql           wide                               0.000759301
ql           wonderfully                        0.00303721
ql           wondrously                         0.000759301
ql-tl        almost                             0.5
ql-tl        most                               0.5
qlp          enough                             1.12903
qlp          indeed                             0.0645161
rb           a.m.                               0.00380711
rb           ablaze                             0.000211506
rb           aboard                             0.000211506
rb           about                              0.017132
rb           above                              0.000423012
rb           abroad                             0.00232657
rb           absolutely                         0.000634518
rb           accidentally                       0.000423012
rb           accordingly                        0.000423012
rb           accurately                         0.000423012
rb           actively                           0.000211506
rb           actually                           0.00592217
rb           additionally                       0.000211506
rb           adequately                         0.000634518
rb           admirably                          0.000211506
rb           affectingly                        0.000211506
rb           afloat                             0.000846024
rb           afoot                              0.000211506
rb           aft                                0.000211506
rb           afterward                          0.000211506
rb           afterwards                         0.000211506
rb           again                              0.0164975
rb           aggressively                       0.000211506
rb           ago                                0.0129019
rb           ahead                              0.0033841
rb           alarmingly                         0.000211506
rb           alike                              0.000634518
rb           allegedly                          0.000423012
rb           almost                             0.00994078
rb           alone                              0.00317259
rb           along                              0.00507614
rb           alongside                          0.000211506
rb           aloof                              0.000211506
rb           aloud                              0.000211506
rb           already                            0.00888325
rb           also                               0.0420897
rb           alternately                        0.000423012
rb           altogether                         0.00105753
rb           always                             0.00846024
rb           angrily                            0.000211506
rb           annually                           0.000634518
rb           anymore                            0.000634518
rb           anytime                            0.000211506
rb           anyway                             0.00148054
rb           anywhere                           0.00232657
rb           apart                              0.00169205
rb           apiece                             0.000211506
rb           apparently                         0.00740271
rb           appropriately                      0.000211506
rb           approvingly                        0.000211506
rb           approximately                      0.00105753
rb           aptly                              0.000211506
rb           around                             0.00465313
rb           artificially                       0.000423012
rb           artistically                       0.000211506
rb           ashore                             0.000423012
rb           aside                              0.00253807
rb           askance                            0.000211506
rb           asleep                             0.000211506
rb           astray                             0.000211506
rb           attractively                       0.000211506
rb           aurally                            0.000211506
rb           auspiciously                       0.000211506
rb           authentically                      0.000211506
rb           automatically                      0.000634518
rb           avidly                             0.000211506
rb           away                               0.0101523
rb           awkwardly                          0.000211506
rb           back                               0.0224196
rb           badly                              0.00105753
rb           barely                             0.000634518
rb           basically                          0.00105753
rb           beautifully                        0.00126904
rb           because                            0.00549915
rb           before                             0.00232657
rb           behind                             0.000211506
rb           belatedly                          0.000211506
rb           below                              0.000423012
rb           besides                            0.000634518
rb           between                            0.000211506
rb           bitterly                           0.000211506
rb           blindly                            0.000211506
rb           blithely                           0.000211506
rb           bluntly                            0.000211506
rb           boldly                             0.000211506
rb           bravely                            0.000211506
rb           briefly                            0.00126904
rb           brightly                           0.000211506
rb           brilliantly                        0.000423012
rb           briskly                            0.000211506
rb           broadly                            0.000211506
rb           busily                             0.000634518
rb           but                                0.000423012
rb           by                                 0.00190355
rb           candidly                           0.000211506
rb           carefully                          0.000423012
rb           casually                           0.000423012
rb           certainly                          0.00592217
rb           chiefly                            0.000423012
rb           chronologically                    0.000211506
rb           circa                              0.000211506
rb           clear                              0.000211506
rb           clearly                            0.0033841
rb           cleverly                           0.000211506
rb           close                              0.00169205
rb           closely                            0.00211506
rb           cogently                           0.000211506
rb           coldly                             0.000211506
rb           collectively                       0.000211506
rb           comically                          0.000423012
rb           commonly                           0.000423012
rb           compassionately                    0.000211506
rb           completely                         0.00105753
rb           compulsively                       0.000211506
rb           conceivably                        0.000211506
rb           conclusively                       0.000211506
rb           confidently                        0.000211506
rb           consciously                        0.000211506
rb           consequently                       0.000211506
rb           considerably                       0.00105753
rb           considerately                      0.000211506
rb           consistently                       0.000846024
rb           conspicuously                      0.000423012
rb           constantly                         0.00148054
rb           continually                        0.000634518
rb           continuously                       0.000423012
rb           contrarily                         0.000211506
rb           coolly                             0.000211506
rb           correctly                          0.000423012
rb           counter                            0.000211506
rb           courageously                       0.000423012
rb           coyly                              0.000211506
rb           crisply                            0.000211506
rb           crucially                          0.000211506
rb           cunningly                          0.000211506
rb           curiously                          0.000211506
rb           currently                          0.00190355
rb           daily                              0.00148054
rb           dangerously                        0.000423012
rb           deep                               0.000846024
rb           deeply                             0.000634518
rb           definitely                         0.00169205
rb           deliberately                       0.000634518
rb           delightfully                       0.000211506
rb           demonstrably                       0.000211506
rb           desperately                        0.000423012
rb           differently                        0.000634518
rb           diligently                         0.000211506
rb           directly                           0.00169205
rb           distinctly                         0.000211506
rb           domestically                       0.000211506
rb           doubtless                          0.000634518
rb           downhill                           0.000211506
rb           downstream                         0.000211506
rb           dramatically                       0.000211506
rb           drastically                        0.000211506
rb           due                                0.000423012
rb           dutifully                          0.000211506
rb           e.g.                               0.000634518
rb           eagerly                            0.000211506
rb           early                              0.0033841
rb           earnestly                          0.000211506
rb           easily                             0.00401861
rb           eastward                           0.000211506
rb           economically                       0.000634518
rb           effectively                        0.00148054
rb           efficiently                        0.000211506
rb           either                             0.000423012
rb           elaborately                        0.000211506
rb           elegantly                          0.000211506
rb           eloquently                         0.000211506
rb           else                               0.0033841
rb           elsewhere                          0.00169205
rb           emotionally                        0.000423012
rb           enchantingly                       0.000211506
rb           endlessly                          0.000211506
rb           enough                             0.000423012
rb           enterprisingly                     0.000211506
rb           entirely                           0.00126904
rb           equally                            0.00148054
rb           erroneously                        0.000211506
rb           especially                         0.00486464
rb           essentially                        0.000423012
rb           etc.                               0.00190355
rb           ethically                          0.000211506
rb           even                               0.0266497
rb           evenly                             0.000211506
rb           eventually                         0.00126904
rb           ever                               0.0129019
rb           everywhere                         0.00105753
rb           evidently                          0.000423012
rb           exactly                            0.00253807
rb           excellently                        0.000423012
rb           exceptionally                      0.000211506
rb           exclusively                        0.00105753
rb           experimentally                     0.000211506
rb           extensively                        0.000211506
rb           extraordinarily                    0.000211506
rb           extremely                          0.000423012
rb           eye-to-eye                         0.000211506
rb           facetiously                        0.000211506
rb           fair                               0.000211506
rb           fantastically                      0.000211506
rb           far                                0.0118443
rb           fast                               0.00105753
rb           finally                            0.00423012
rb           financially                        0.000211506
rb           fine                               0.000211506
rb           firmly                             0.00126904
rb           first                              0.00803723
rb           flatly                             0.000211506
rb           fluently                           0.000211506
rb           for                                0.000423012
rb           fore                               0.000211506
rb           foremost                           0.000211506
rb           forever                            0.00105753
rb           formally                           0.00148054
rb           formerly                           0.00274958
rb           forth                              0.00126904
rb           fortunately                        0.000846024
rb           forward                            0.00105753
rb           frankly                            0.000211506
rb           free                               0.000211506
rb           freely                             0.000423012
rb           frequently                         0.00317259
rb           frowningly                         0.000211506
rb           full                               0.000211506
rb           fully                              0.00169205
rb           furiously                          0.000211506
rb           furthermore                        0.00105753
rb           futhermore                         0.000211506
rb           generally                          0.00507614
rb           generously                         0.000634518
rb           genuinely                          0.000211506
rb           geometrically                      0.000211506
rb           gladly                             0.000211506
rb           gloomily                           0.000211506
rb           glumly                             0.000211506
rb           good                               0.000211506
rb           gracefully                         0.000211506
rb           graciously                         0.000211506
rb           gradually                          0.00232657
rb           graphically                        0.000211506
rb           gravely                            0.000423012
rb           greatly                            0.00296108
rb           grimly                             0.000211506
rb           grossly                            0.000211506
rb           half                               0.000211506
rb           haltingly                          0.000211506
rb           handsomely                         0.000211506
rb           happily                            0.00148054
rb           hard                               0.00126904
rb           hardly                             0.00486464
rb           harshly                            0.000211506
rb           hastily                            0.000211506
rb           head-on                            0.000423012
rb           healthily                          0.000211506
rb           heartily                           0.000211506
rb           heavily                            0.00169205
rb           helpfully                          0.000211506
rb           hence                              0.000846024
rb           henceforth                         0.000211506
rb           here                               0.0243232
rb           hereabouts                         0.000211506
rb           herein                             0.000211506
rb           heretofore                         0.000423012
rb           high                               0.000846024
rb           hilariously                        0.000211506
rb           historically                       0.000423012
rb           hither                             0.000211506
rb           honestly                           0.000846024
rb           hopefully                          0.000423012
rb           hopelessly                         0.000211506
rb           however                            0.00169205
rb           hurriedly                          0.000211506
rb           i.e.                               0.00105753
rb           ideally                            0.000211506
rb           identically                        0.000211506
rb           illegally                          0.000211506
rb           immediately                        0.0033841
rb           immensely                          0.000423012
rb           impeccably                         0.000211506
rb           impersonally                       0.000211506
rb           implicitly                         0.000211506
rb           importantly                        0.000211506
rb           improperly                         0.000211506
rb           imprudently                        0.000211506
rb           incidentally                       0.000846024
rb           incomparably                       0.000211506
rb           increasingly                       0.000846024
rb           indeed                             0.00211506
rb           individually                       0.000211506
rb           indoors                            0.000211506
rb           inevitably                         0.00148054
rb           inexorably                         0.000211506
rb           infernally                         0.000211506
rb           informally                         0.000211506
rb           initially                          0.000423012
rb           inland                             0.000211506
rb           insofar                            0.000211506
rb           instantly                          0.000423012
rb           instead                            0.00634518
rb           intellectually                     0.000211506
rb           intelligently                      0.000423012
rb           intensely                          0.000211506
rb           intriguingly                       0.000211506
rb           invariably                         0.000846024
rb           invisibly                          0.000211506
rb           inwardly                           0.000211506
rb           jocularly                          0.000211506
rb           jointly                            0.000211506
rb           joyously                           0.000211506
rb           just                               0.0232657
rb           justly                             0.000423012
rb           kindly                             0.000211506
rb           large                              0.000211506
rb           largely                            0.00274958
rb           lastly                             0.000211506
rb           late                               0.00211506
rb           lately                             0.000423012
rb           laudably                           0.000211506
rb           lavishly                           0.000211506
rb           left-handed                        0.00105753
rb           leisurely                          0.000211506
rb           lightly                            0.000423012
rb           likely                             0.00105753
rb           likewise                           0.000211506
rb           literally                          0.000846024
rb           lively                             0.000211506
rb           locally                            0.00105753
rb           logically                          0.000211506
rb           long                               0.0069797
rb           loose                              0.000211506
rb           loosely                            0.000211506
rb           loud                               0.000211506
rb           loudly                             0.000211506
rb           low                                0.000634518
rb           magnificently                      0.000634518
rb           mainly                             0.000846024
rb           mathematically                     0.000211506
rb           maybe                              0.00105753
rb           meanwhile                          0.00126904
rb           mechanically                       0.000211506
rb           mentally                           0.00105753
rb           mercilessly                        0.000211506
rb           merely                             0.00528765
rb           midway                             0.000211506
rb           militarily                         0.000423012
rb           modestly                           0.000211506
rb           momentarily                        0.000211506
rb           moreover                           0.00253807
rb           mostly                             0.00211506
rb           much                               0.0035956
rb           nae                                0.000211506
rb           namely                             0.000423012
rb           narrowly                           0.000211506
rb           nationally                         0.000634518
rb           naturally                          0.00169205
rb           near                               0.000211506
rb           nearby                             0.000423012
rb           nearly                             0.00486464
rb           neatly                             0.000423012
rb           necessarily                        0.00169205
rb           never                              0.018824
rb           nevertheless                       0.00232657
rb           newly                              0.00105753
rb           nicely                             0.000423012
rb           nigh                               0.000211506
rb           nightly                            0.000211506
rb           no                                 0.0033841
rb           no-o                               0.000211506
rb           noisily                            0.000211506
rb           nominally                          0.000211506
rb           nonetheless                        0.000211506
rb           normally                           0.000846024
rb           notably                            0.000846024
rb           now                                0.0391286
rb           nowadays                           0.000211506
rb           nowhere                            0.000634518
rb           o'clock                            0.000634518
rb           obligingly                         0.000211506
rb           obviously                          0.00253807
rb           occasionally                       0.00126904
rb           oddly                              0.000211506
rb           off-broadway                       0.000211506
rb           offensively                        0.000211506
rb           officially                         0.000846024
rb           offshore                           0.000211506
rb           oft                                0.000211506
rb           often                              0.0105753
rb           oftentimes                         0.000211506
rb           once                               0.0109983
rb           only                               0.0306684
rb           open                               0.000423012
rb           openly                             0.00148054
rb           originally                         0.00169205
rb           otherwise                          0.00232657
rb           outright                           0.000211506
rb           outside                            0.000423012
rb           outwardly                          0.000211506
rb           overland                           0.000211506
rb           overnight                          0.000211506
rb           overtly                            0.000211506
rb           overwhelmingly                     0.000423012
rb           p.m.                               0.0126904
rb           p.s.                               0.000211506
rb           painstakingly                      0.000211506
rb           paradoxically                      0.000634518
rb           part-time                          0.000211506
rb           partially                          0.000634518
rb           particularly                       0.00423012
rb           partly                             0.000634518
rb           patiently                          0.000211506
rb           peacefully                         0.000423012
rb           perfectly                          0.000211506
rb           perforce                           0.000211506
rb           perhaps                            0.0101523
rb           permanently                        0.000423012
rb           perpetually                        0.000211506
rb           personally                         0.000846024
rb           persuasively                       0.000211506
rb           physically                         0.00105753
rb           pitifully                          0.000211506
rb           pitilessly                         0.000211506
rb           plainly                            0.000423012
rb           pleasantly                         0.000423012
rb           pointedly                          0.000211506
rb           politely                           0.000423012
rb           politically                        0.000423012
rb           positively                         0.000211506
rb           possibly                           0.00211506
rb           potentially                        0.000211506
rb           practically                        0.000423012
rb           precariously                       0.000211506
rb           precisely                          0.000846024
rb           predictably                        0.000211506
rb           predominately                      0.000211506
rb           preferably                         0.000423012
rb           present                            0.00190355
rb           presently                          0.00105753
rb           presumably                         0.00105753
rb           previously                         0.00190355
rb           primarily                          0.00126904
rb           primly                             0.000211506
rb           principally                        0.000634518
rb           prior                              0.000634518
rb           privately                          0.00105753
rb           probably                           0.00803723
rb           professedly                        0.000211506
rb           professionally                     0.000211506
rb           profoundly                         0.000211506
rb           progressively                      0.000211506
rb           prominently                        0.000423012
rb           promptly                           0.000634518
rb           pronto                             0.000211506
rb           properly                           0.00211506
rb           proportionately                    0.000211506
rb           proudly                            0.000211506
rb           publicly                           0.00126904
rb           purely                             0.000423012
rb           purposely                          0.000211506
rb           quarterly                          0.000211506
rb           quickly                            0.00148054
rb           quietly                            0.00190355
rb           quite                              0.000423012
rb           radically                          0.000423012
rb           rapidly                            0.00148054
rb           rarely                             0.00105753
rb           rather                             0.00211506
rb           readily                            0.000211506
rb           really                             0.00761421
rb           reasonably                         0.000423012
rb           reassuringly                       0.000211506
rb           rebelliously                       0.000211506
rb           recently                           0.00740271
rb           refreshingly                       0.000211506
rb           regardless                         0.000634518
rb           regularly                          0.000846024
rb           relatively                         0.000634518
rb           relentlessly                       0.000211506
rb           reluctantly                        0.000211506
rb           remarkably                         0.000423012
rb           repeatedly                         0.000211506
rb           reportedly                         0.000846024
rb           reputedly                          0.000423012
rb           resolutely                         0.000211506
rb           resourcefully                      0.000211506
rb           respectively                       0.000211506
rb           responsively                       0.000211506
rb           right                              0.000846024
rb           right-handed                       0.000211506
rb           rightfully                         0.000211506
rb           roughly                            0.000846024
rb           round                              0.000211506
rb           roundly                            0.000211506
rb           ruefully                           0.000211506
rb           ruggedly                           0.000211506
rb           ruthlessly                         0.000211506
rb           sadly                              0.000211506
rb           safely                             0.000423012
rb           satisfactorily                     0.000423012
rb           scarcely                           0.000634518
rb           scholastically                     0.000211506
rb           searchingly                        0.000211506
rb           seasonally                         0.000211506
rb           second                             0.000211506
rb           secondly                           0.000634518
rb           secretly                           0.000211506
rb           seemingly                          0.000211506
rb           seldom                             0.00126904
rb           selectively                        0.000211506
rb           sensibly                           0.000423012
rb           separately                         0.000423012
rb           seriously                          0.00148054
rb           severely                           0.000423012
rb           shakily                            0.000211506
rb           sharply                            0.00126904
rb           short                              0.000846024
rb           shortly                            0.00169205
rb           sideways                           0.000211506
rb           significantly                      0.000211506
rb           silently                           0.000634518
rb           similarly                          0.000423012
rb           simply                             0.00465313
rb           simultaneously                     0.00126904
rb           since                              0.000423012
rb           sincerely                          0.000211506
rb           singly                             0.000211506
rb           slightly                           0.00105753
rb           slowly                             0.00169205
rb           smoothly                           0.000211506
rb           so                                 0.017978
rb           so-far                             0.000211506
rb           soberly                            0.000211506
rb           softly                             0.000423012
rb           solely                             0.000211506
rb           solemnly                           0.000211506
rb           solidly                            0.000211506
rb           some                               0.000423012
rb           somehow                            0.00169205
rb           someplace                          0.000211506
rb           sometime                           0.000423012
rb           sometimes                          0.00782572
rb           somewhat                           0.000634518
rb           somewhere                          0.00105753
rb           soon                               0.0071912
rb           sorely                             0.000211506
rb           southward                          0.000423012
rb           specifically                       0.00105753
rb           speedily                           0.000211506
rb           splendidly                         0.000211506
rb           spontaneously                      0.000211506
rb           squarely                           0.000846024
rb           steadily                           0.000211506
rb           still                              0.0196701
rb           stirringly                         0.000211506
rb           straight                           0.00148054
rb           straightway                        0.000211506
rb           strictly                           0.000634518
rb           strikingly                         0.000211506
rb           strong                             0.000211506
rb           strongly                           0.00105753
rb           structurally                       0.000211506
rb           stunningly                         0.000211506
rb           subjectively                       0.000211506
rb           subsequently                       0.000211506
rb           substantially                      0.000846024
rb           subtly                             0.000211506
rb           successfully                       0.000634518
rb           suddenly                           0.00317259
rb           sufficiently                       0.000634518
rb           superbly                           0.000423012
rb           supinely                           0.000211506
rb           supposedly                         0.000423012
rb           sure                               0.000211506
rb           surely                             0.00148054
rb           surprisingly                       0.000211506
rb           sweepingly                         0.000211506
rb           sycophantically                    0.000211506
rb           sympathetically                    0.000423012
rb           systematically                     0.000211506
rb           tacitly                            0.000211506
rb           tantalizingly                      0.000211506
rb           tardily                            0.000211506
rb           tauntingly                         0.000211506
rb           technically                        0.000634518
rb           tediously                          0.000211506
rb           temporally                         0.000211506
rb           temporarily                        0.000423012
rb           tenderly                           0.000211506
rb           tentatively                        0.000211506
rb           terribly                           0.000211506
rb           then                               0.0325719
rb           thence                             0.000211506
rb           thenceforth                        0.000211506
rb           there                              0.0120558
rb           thereafter                         0.00105753
rb           thereby                            0.00211506
rb           therefore                          0.0035956
rb           thereupon                          0.000423012
rb           thinly                             0.000211506
rb           third                              0.000211506
rb           thoroughly                         0.000423012
rb           though                             0.00169205
rb           thoughtlessly                      0.000211506
rb           threateningly                      0.000211506
rb           thus                               0.00423012
rb           together                           0.00782572
rb           tonally                            0.000211506
rb           too                                0.00846024
rb           totally                            0.00105753
rb           traditionally                      0.000423012
rb           true                               0.000423012
rb           truly                              0.00148054
